SS-2 Robot Pose Translated 
ID   x        y      
2054  68.3816  36.5985 
2055  68.3463  36.6172 
2056  68.3092  36.6361 
2057  68.2727  36.6539 
2058  68.2358  36.6711 
2059  68.1988  36.6877 
2060  68.1620  36.7035 
2061  68.1229  36.7195 
2062  68.0839  36.7349 
2063  68.0457  36.7493 
2064  68.0068  36.7634 
2065  67.9664  36.7775 
2066  67.9270  36.7907 
2067  67.8881  36.8033 
2068  67.8479  36.8157 
2069  67.8065  36.8281 
2070  67.7663  36.8398 
2071  67.7240  36.8516 
2072  67.6827  36.8626 
2073  67.6416  36.8734 
2074  67.6011  36.8836 
2075  67.5594  36.8939 
2076  67.5160  36.9042 
2077  67.4742  36.9139 
2078  67.4321  36.9235 
2079  67.3895  36.9329 
2080  67.3472  36.9421 
2081  67.3048  36.9512 
2082  67.2623  36.9601 
2083  67.2201  36.9688 
2084  67.1776  36.9775 
2085  67.1347  36.9861 
2086  67.0922  36.9945 
2087  67.0489  37.0029 
2088  67.0059  37.0112 
2089  66.9631  37.0193 
2090  66.9205  37.0272 
2091  66.8775  37.0351 
2092  66.8343  37.0430 
2093  66.7913  37.0507 
2094  66.7481  37.0584 
2095  66.7050  37.0659 
2096  66.6625  37.0733 
2097  66.6206  37.0806 
2098  66.5770  37.0880 
2099  66.5325  37.0955 
2100  66.4897  37.1027 
2101  66.4462  37.1099 
2102  66.4027  37.1171 
2103  66.3593  37.1242 
2104  66.3162  37.1312 
2105  66.2738  37.1382 
2106  66.2307  37.1451 
2107  66.1863  37.1523 
2108  66.1428  37.1592 
2109  66.0999  37.1660 
2110  66.0560  37.1729 
2111  66.0126  37.1797 
2112  65.9691  37.1865 
2113  65.9255  37.1933 
2114  65.8821  37.2001 
2115  65.8387  37.2068 
2116  65.7956  37.2134 
2117  65.7537  37.2198 
2118  65.7101  37.2264 
2119  65.6655  37.2331 
2120  65.6217  37.2396 
2121  65.5804  37.2457 
2122  65.5368  37.2521 
2123  65.4919  37.2587 
2124  65.4488  37.2650 
2125  65.4049  37.2713 
2126  65.3614  37.2776 
2127  65.3179  37.2838 
2128  65.2744  37.2900 
2129  65.2311  37.2962 
2130  65.1876  37.3023 
2131  65.1443  37.3084 
2132  65.1016  37.3144 
2133  65.0576  37.3206 
2134  65.0143  37.3266 
2135  64.9707  37.3326 
2136  64.9272  37.3384 
2137  64.8844  37.3441 
2138  64.8406  37.3499 
2139  64.7971  37.3555 
2140  64.7540  37.3611 
2141  64.7105  37.3667 
2142  64.6671  37.3721 
2143  64.6243  37.3775 
2144  64.5807  37.3829 
2145  64.5380  37.3881 
2146  64.4958  37.3932 
2147  64.4514  37.3984 
2148  64.4078  37.4035 
2149  64.3649  37.4084 
2150  64.3215  37.4133 
2151  64.2787  37.4180 
2152  64.2361  37.4226 
2153  64.1923  37.4272 
2154  64.1499  37.4315 
2155  64.1064  37.4357 
2156  64.0635  37.4397 
2157  64.0210  37.4433 
2158  63.9789  37.4466 
2159  63.9360  37.4497 
2160  63.8940  37.4524 
2161  63.8522  37.4547 
2162  63.8107  37.4566 
2163  63.7696  37.4580 
2164  63.7288  37.4589 
2165  63.6884  37.4594 
2166  63.6484  37.4593 
2167  63.6088  37.4587 
2168  63.5700  37.4574 
2169  63.5311  37.4556 
2170  63.4931  37.4532 
2171  63.4581  37.4505 
2172  63.4225  37.4471 
2173  63.3860  37.4430 
2174  63.3505  37.4382 
2175  63.3154  37.4328 
2176  63.2811  37.4268 
2177  63.2474  37.4202 
2178  63.2143  37.4130 
2179  63.1809  37.4048 
2180  63.1486  37.3960 
2181  63.1183  37.3873 
2182  63.0897  37.3786 
2183  63.0621  37.3694 
2184  63.0357  37.3601 
2185  63.0109  37.3505 
2186  62.9870  37.3407 
2187  62.9649  37.3307 
2188  62.9442  37.3206 
2189  62.9251  37.3104 
2190  62.9076  37.3001 
2191  62.8918  37.2896 
2192  62.8778  37.2791 
2193  62.8663  37.2705 
2194  62.8558  37.2598 
2195  62.8471  37.2472 
2196  62.8404  37.2325 
2197  62.8363  37.2171 
2198  62.8347  37.2010 
2199  62.8359  37.1861 
2200  62.8395  37.1739 
2201  62.8451  37.1618 
2202  62.8528  37.1495 
2203  62.8622  37.1374 
2204  62.8734  37.1252 
2205  62.8867  37.1124 
2206  62.9016  37.0995 
2207  62.9177  37.0866 
2208  62.9353  37.0745 
2209  62.9550  37.0609 
2210  62.9760  37.0474 
2211  62.9988  37.0337 
2212  63.0228  37.0205 
2213  63.0488  37.0069 
2214  63.0759  36.9937 
2215  63.1042  36.9807 
2216  63.1339  36.9679 
2217  63.1662  36.9548 
2218  63.1990  36.9425 
2219  63.2305  36.9318 
2220  63.2643  36.9213 
2221  63.2987  36.9115 
2222  63.3330  36.9027 
2223  63.3679  36.8945 
2224  63.4026  36.8873 
2225  63.4392  36.8803 
2226  63.4762  36.8740 
2227  63.5148  36.8682 
2228  63.5531  36.8632 
2229  63.5924  36.8586 
2230  63.6313  36.8548 
2231  63.6723  36.8514 
2232  63.7138  36.8485 
2233  63.7549  36.8461 
2234  63.7958  36.8443 
2235  63.8373  36.8429 
2236  63.8802  36.8418 
2237  63.9224  36.8413 
2238  63.9648  36.8410 
2239  64.0071  36.8410 
2240  64.0511  36.8413 
2241  64.0944  36.8419 
2242  64.1375  36.8428 
2243  64.1813  36.8438 
2244  64.2237  36.8449 
2245  64.2667  36.8462 
2246  64.3098  36.8476 
2247  64.3522  36.8490 
2248  64.3976  36.8507 
2249  64.4413  36.8524 
2250  64.4838  36.8541 
2251  64.5258  36.8559 
2252  64.5695  36.8579 
2253  64.6148  36.8601 
2254  64.6589  36.8624 
2255  64.7014  36.8646 
2256  64.7448  36.8670 
2257  64.7885  36.8694 
2258  64.8320  36.8719 
2259  64.8764  36.8746 
2260  64.9198  36.8773 
2261  64.9634  36.8800 
2262  65.0071  36.8828 
2263  65.0507  36.8857 
2264  65.0943  36.8887 
2265  65.1363  36.8916 
2266  65.1794  36.8947 
2267  65.2227  36.8978 
2268  65.2669  36.9010 
2269  65.3119  36.9043 
2270  65.3534  36.9074 
2271  65.3975  36.9108 
2272  65.4422  36.9143 
2273  65.4859  36.9178 
2274  65.5288  36.9213 
2275  65.5726  36.9248 
2276  65.6157  36.9284 
2277  65.6597  36.9320 
2278  65.7022  36.9356 
2279  65.7463  36.9394 
2280  65.7908  36.9433 
2281  65.8341  36.9472 
2282  65.8777  36.9511 
2283  65.9213  36.9551 
2284  65.9639  36.9590 
2285  66.0079  36.9631 
2286  66.0518  36.9673 
2287  66.0946  36.9714 
2288  66.1384  36.9756 
2289  66.1816  36.9799 
2290  66.2254  36.9843 
2291  66.2688  36.9886 
2292  66.3114  36.9929 
2293  66.3550  36.9973 
2294  66.3991  37.0018 
2295  66.4427  37.0065 
2296  66.4861  37.0112 
2297  66.5295  37.0160 
2298  66.5715  37.0206 
2299  66.6157  37.0256 
2300  66.6596  37.0306 
2301  66.7027  37.0356 
2302  66.7462  37.0406 
2303  66.7895  37.0458 
2304  66.8328  37.0512 
2305  66.8761  37.0566 
2306  66.9194  37.0622 
2307  66.9626  37.0678 
2308  67.0059  37.0735 
2309  67.0490  37.0793 
2310  67.0923  37.0853 
2311  67.1355  37.0915 
2312  67.1783  37.0976 
2313  67.2217  37.1040 
2314  67.2649  37.1105 
2315  67.3080  37.1171 
2316  67.3511  37.1239 
2317  67.3933  37.1307 
2318  67.4370  37.1379 
2319  67.4802  37.1451 
2320  67.5226  37.1524 
2321  67.5661  37.1601 
2322  67.6083  37.1677 
2323  67.6519  37.1757 
2324  67.6939  37.1837 
2325  67.7372  37.1920 
2326  67.7799  37.2005 
2327  67.8222  37.2091 
2328  67.8656  37.2181 
2329  67.9085  37.2273 
2330  67.9509  37.2365 
2331  67.9936  37.2461 
2332  68.0359  37.2559 
2333  68.0784  37.2658 
2334  68.1204  37.2760 
2335  68.1620  37.2863 
2336  68.2040  37.2971 
2337  68.2453  37.3080 
2338  68.2864  37.3192 
2339  68.3274  37.3306 
2340  68.3685  37.3423 
2341  68.4094  37.3543 
2342  68.4501  37.3667 
2343  68.4907  37.3793 
2344  68.5309  37.3923 
2345  68.5713  37.4057 
2346  68.6110  37.4194 
2347  68.6506  37.4335 
2348  68.6902  37.4482 
2349  68.7295  37.4633 
2350  68.7682  37.4787 
2351  68.8064  37.4946 
2352  68.8449  37.5112 
2353  68.8827  37.5281 
2354  68.9200  37.5455 
2355  68.9570  37.5635 
2356  68.9930  37.5818 
2357  69.0296  37.6011 
2358  69.0652  37.6207 
2359  69.1000  37.6408 
2360  69.1350  37.6619 
2361  69.1687  37.6830 
2362  69.2028  37.7055 
2363  69.2359  37.7283 
2364  69.2683  37.7515 
2365  69.3003  37.7756 
2366  69.3315  37.8001 
2367  69.3616  37.8247 
2368  69.3918  37.8506 
2369  69.4208  37.8765 
2370  69.4501  37.9039 
2371  69.4784  37.9317 
2372  69.5056  37.9595 
2373  69.5319  37.9877 
2374  69.5581  38.0171 
2375  69.5828  38.0462 
2376  69.6074  38.0765 
2377  69.6312  38.1074 
2378  69.6537  38.1383 
2379  69.6758  38.1701 
2380  69.6967  38.2019 
2381  69.7171  38.2349 
2382  69.7363  38.2678 
2383  69.7548  38.3015 
2384  69.7721  38.3352 
2385  69.7890  38.3704 
2386  69.8046  38.4054 
2387  69.8192  38.4408 
2388  69.8329  38.4766 
2389  69.8456  38.5126 
2390  69.8574  38.5493 
2391  69.8682  38.5859 
2392  69.8781  38.6235 
2393  69.8870  38.6609 
2394  69.8948  38.6983 
2395  69.9017  38.7359 
2396  69.9077  38.7745 
2397  69.9126  38.8127 
2398  69.9165  38.8508 
2399  69.9194  38.8888 
2400  69.9213  38.9263 
2401  69.9222  38.9645 
2402  69.9221  39.0042 
2403  69.9209  39.0426 
2404  69.9188  39.0801 
2405  69.9157  39.1179 
2406  69.9114  39.1567 
2407  69.9062  39.1945 
2408  69.8996  39.2342 
2409  69.8921  39.2727 
2410  69.8837  39.3107 
2411  69.8743  39.3484 
2412  69.8637  39.3859 
2413  69.8523  39.4230 
2414  69.8399  39.4598 
2415  69.8269  39.4954 
2416  69.8127  39.5314 
2417  69.7970  39.5686 
2418  69.7809  39.6041 
2419  69.7643  39.6385 
2420  69.7463  39.6736 
2421  69.7273  39.7086 
2422  69.7077  39.7427 
2423  69.6870  39.7768 
2424  69.6657  39.8101 
2425  69.6434  39.8432 
2426  69.6204  39.8756 
2427  69.5968  39.9074 
2428  69.5723  39.9388 
2429  69.5471  39.9695 
2430  69.5211  39.9998 
2431  69.4956  40.0282 
2432  69.4687  40.0568 
2433  69.4395  40.0866 
2434  69.4107  40.1145 
2435  69.3824  40.1409 
2436  69.3518  40.1683 
2437  69.3202  40.1953 
2438  69.2893  40.2206 
2439  69.2586  40.2449 
2440  69.2256  40.2699 
2441  69.1918  40.2945 
2442  69.1586  40.3178 
2443  69.1246  40.3408 
2444  69.0900  40.3632 
2445  69.0552  40.3850 
2446  69.0205  40.4059 
2447  68.9844  40.4268 
2448  68.9483  40.4470 
2449  68.9115  40.4668 
2450  68.8746  40.4860 
2451  68.8383  40.5042 
2452  68.8001  40.5227 
2453  68.7616  40.5406 
2454  68.7234  40.5577 
2455  68.6850  40.5744 
2456  68.6473  40.5901 
2457  68.6076  40.6061 
2458  68.5680  40.6214 
2459  68.5289  40.6361 
2460  68.4900  40.6502 
2461  68.4496  40.6643 
2462  68.4088  40.6781 
2463  68.3688  40.6911 
2464  68.3280  40.7040 
2465  68.2875  40.7164 
2466  68.2463  40.7286 
2467  68.2055  40.7403 
2468  68.1640  40.7518 
2469  68.1226  40.7631 
2470  68.0814  40.7738 
2471  68.0395  40.7845 
2472  67.9977  40.7949 
2473  67.9558  40.8050 
2474  67.9143  40.8149 
2475  67.8719  40.8247 
2476  67.8301  40.8341 
2477  67.7875  40.8436 
2478  67.7462  40.8525 
2479  67.7031  40.8617 
2480  67.6614  40.8705 
2481  67.6182  40.8794 
2482  67.5754  40.8881 
2483  67.5329  40.8966 
2484  67.4903  40.9050 
2485  67.4477  40.9133 
2486  67.4049  40.9215 
2487  67.3623  40.9296 
2488  67.3194  40.9376 
2489  67.2767  40.9455 
2490  67.2337  40.9534 
2491  67.1909  40.9613 
2492  67.1480  40.9691 
2493  67.1052  40.9769 
2494  67.0624  40.9847 
2495  67.0202  40.9924 
2496  66.9770  41.0002 
2497  66.9339  41.0080 
2498  66.8910  41.0158 
2499  66.8484  41.0235 
2500  66.8055  41.0313 
2501  66.7628  41.0390 
2502  66.7196  41.0468 
2503  66.6768  41.0546 
2504  66.6339  41.0623 
2505  66.5911  41.0701 
2506  66.5483  41.0778 
2507  66.5053  41.0855 
2508  66.4624  41.0933 
2509  66.4195  41.1010 
2510  66.3766  41.1087 
2511  66.3337  41.1165 
2512  66.2907  41.1242 
2513  66.2477  41.1320 
2514  66.2047  41.1397 
2515  66.1618  41.1474 
2516  66.1188  41.1551 
2517  66.0761  41.1628 
2518  66.0328  41.1706 
2519  65.9900  41.1783 
2520  65.9468  41.1861 
2521  65.9038  41.1938 
2522  65.8613  41.2014 
2523  65.8177  41.2092 
2524  65.7750  41.2169 
2525  65.7316  41.2247 
2526  65.6885  41.2324 
2527  65.6456  41.2401 
2528  65.6023  41.2479 
2529  65.5593  41.2556 
2530  65.5165  41.2633 
2531  65.4745  41.2708 
2532  65.4302  41.2787 
2533  65.3871  41.2864 
2534  65.3444  41.2941 
2535  65.3011  41.3018 
2536  65.2585  41.3094 
2537  65.2152  41.3171 
2538  65.1730  41.3247 
2539  65.1292  41.3325 
2540  65.0862  41.3401 
2541  65.0435  41.3477 
2542  65.0014  41.3552 
2543  64.9577  41.3628 
2544  64.9154  41.3699 
2545  64.8719  41.3769 
2546  64.8292  41.3838 
2547  64.7863  41.3906 
2548  64.7440  41.3972 
2549  64.7019  41.4037 
2550  64.6581  41.4103 
2551  64.6155  41.4164 
2552  64.5731  41.4221 
2553  64.5308  41.4276 
2554  64.4882  41.4328 
2555  64.4469  41.4373 
2556  64.4054  41.4415 
2557  64.3619  41.4453 
2558  64.3198  41.4484 
2559  64.2791  41.4508 
2560  64.2395  41.4527 
2561  64.1997  41.4538 
2562  64.1610  41.4543 
2563  64.1215  41.4539 
2564  64.0838  41.4527 
2565  64.0458  41.4507 
2566  64.0091  41.4478 
2567  63.9731  41.4440 
2568  63.9378  41.4392 
2569  63.9033  41.4335 
2570  63.8696  41.4268 
2571  63.8372  41.4193 
2572  63.8054  41.4107 
2573  63.7733  41.4008 
2574  63.7424  41.3901 
2575  63.7114  41.3781 
2576  63.6821  41.3656 
2577  63.6563  41.3535 
2578  63.6318  41.3410 
2579  63.6066  41.3270 
2580  63.5839  41.3134 
2581  63.5625  41.2995 
2582  63.5424  41.2854 
2583  63.5239  41.2712 
2584  63.5067  41.2569 
2585  63.4913  41.2427 
2586  63.4774  41.2285 
2587  63.4654  41.2149 
2588  63.4548  41.2012 
2589  63.4455  41.1869 
2590  63.4382  41.1728 
2591  63.4329  41.1591 
2592  63.4296  41.1456 
2593  63.4282  41.1324 
2594  63.4290  41.1171 
2595  63.4322  41.1007 
2596  63.4378  41.0862 
2597  63.4454  41.0732 
2598  63.4549  41.0610 
2599  63.4661  41.0491 
2600  63.4791  41.0373 
2601  63.4937  41.0257 
2602  63.5100  41.0143 
2603  63.5280  41.0028 
2604  63.5472  40.9917 
2605  63.5684  40.9805 
2606  63.5909  40.9695 
2607  63.6140  40.9591 
2608  63.6394  40.9484 
2609  63.6671  40.9378 
2610  63.6954  40.9277 
2611  63.7240  40.9186 
2612  63.7545  40.9097 
2613  63.7863  40.9010 
2614  63.8182  40.8932 
2615  63.8522  40.8857 
2616  63.8863  40.8792 
2617  63.9212  40.8734 
2618  63.9566  40.8684 
2619  63.9926  40.8642 
2620  64.0293  40.8608 
2621  64.0655  40.8582 
2622  64.1034  40.8563 
2623  64.1423  40.8551 
2624  64.1809  40.8546 
2625  64.2204  40.8548 
2626  64.2599  40.8556 
2627  64.2990  40.8570 
2628  64.3405  40.8591 
2629  64.3818  40.8617 
2630  64.4224  40.8647 
2631  64.4641  40.8683 
2632  64.5064  40.8723 
2633  64.5486  40.8767 
2634  64.5910  40.8815 
2635  64.6336  40.8865 
2636  64.6758  40.8918 
2637  64.7189  40.8975 
2638  64.7618  40.9033 
2639  64.8039  40.9092 
2640  64.8459  40.9151 
2641  64.8903  40.9215 
2642  64.9335  40.9277 
2643  64.9765  40.9341 
2644  65.0189  40.9404 
2645  65.0624  40.9469 
2646  65.1055  40.9534 
2647  65.1485  40.9599 
2648  65.1910  40.9663 
2649  65.2345  40.9730 
2650  65.2772  40.9796 
2651  65.3206  40.9862 
2652  65.3632  40.9929 
2653  65.4067  40.9997 
2654  65.4495  41.0064 
2655  65.4928  41.0133 
2656  65.5358  41.0201 
2657  65.5790  41.0270 
2658  65.6218  41.0338 
2659  65.6651  41.0407 
2660  65.7079  41.0476 
2661  65.7511  41.0545 
2662  65.7942  41.0614 
2663  65.8370  41.0683 
2664  65.8803  41.0752 
2665  65.9232  41.0821 
2666  65.9659  41.0890 
2667  66.0092  41.0959 
2668  66.0524  41.1029 
2669  66.0952  41.1098 
2670  66.1384  41.1168 
2671  66.1814  41.1237 
2672  66.2244  41.1307 
2673  66.2675  41.1376 
2674  66.3105  41.1446 
2675  66.3535  41.1516 
2676  66.3964  41.1585 
2677  66.4395  41.1656 
2678  66.4824  41.1725 
2679  66.5257  41.1796 
2680  66.5685  41.1865 
2681  66.6119  41.1936 
2682  66.6547  41.2006 
2683  66.6982  41.2077 
2684  66.7410  41.2147 
2685  66.7842  41.2218 
2686  66.8270  41.2288 
2687  66.8705  41.2359 
2688  66.9130  41.2429 
2689  66.9571  41.2502 
2690  67.0002  41.2573 
2691  67.0434  41.2644 
2692  67.0866  41.2715 
2693  67.1297  41.2786 
2694  67.1724  41.2857 
2695  67.2160  41.2929 
2696  67.2587  41.3001 
2697  67.3024  41.3073 
2698  67.3455  41.3145 
2699  67.3884  41.3217 
2700  67.4317  41.3290 
2701  67.4745  41.3362 
2702  67.5166  41.3433 
2703  67.5604  41.3507 
2704  67.6030  41.3580 
2705  67.6468  41.3655 
2706  67.6893  41.3729 
2707  67.7310  41.3803 
2708  67.7744  41.3883 
2709  67.8163  41.3962 
2710  67.8603  41.4046 
2711  67.9036  41.4129 
2712  67.9458  41.4211 
2713  67.9868  41.4293 
2714  68.0308  41.4383 
2715  68.0742  41.4473 
2716  68.1167  41.4565 
2717  68.1591  41.4658 
2718  68.2014  41.4754 
2719  68.2434  41.4854 
2720  68.2846  41.4956 
2721  68.3253  41.5061 
2722  68.3665  41.5172 
2723  68.4071  41.5286 
2724  68.4474  41.5404 
2725  68.4869  41.5524 
2726  68.5258  41.5648 
2727  68.5663  41.5783 
2728  68.6058  41.5921 
2729  68.6439  41.6061 
2730  68.6817  41.6206 
2731  68.7208  41.6364 
2732  68.7589  41.6525 
2733  68.7960  41.6690 
2734  68.8337  41.6866 
2735  68.8703  41.7046 
2736  68.9064  41.7232 
2737  68.9421  41.7424 
2738  68.9776  41.7625 
2739  69.0123  41.7831 
2740  69.0467  41.8043 
2741  69.0809  41.8264 
2742  69.1140  41.8486 
2743  69.1461  41.8711 
2744  69.1788  41.8950 
2745  69.2120  41.9203 
2746  69.2436  41.9453 
2747  69.2742  41.9706 
2748  69.3046  41.9967 
2749  69.3344  42.0234 
2750  69.3637  42.0507 
2751  69.3930  42.0791 
2752  69.4211  42.1076 
2753  69.4488  42.1366 
2754  69.4760  42.1665 
2755  69.5025  42.1967 
2756  69.5282  42.2272 
2757  69.5534  42.2586 
2758  69.5779  42.2904 
2759  69.6018  42.3228 
2760  69.6251  42.3557 
2761  69.6471  42.3882 
2762  69.6691  42.4222 
2763  69.6904  42.4567 
2764  69.7109  42.4916 
2765  69.7306  42.5267 
2766  69.7496  42.5624 
2767  69.7679  42.5987 
2768  69.7853  42.6349 
2769  69.8019  42.6715 
2770  69.8176  42.7084 
2771  69.8326  42.7456 
2772  69.8463  42.7822 
2773  69.8597  42.8201 
2774  69.8722  42.8586 
2775  69.8837  42.8964 
2776  69.8943  42.9348 
2777  69.9039  42.9727 
2778  69.9127  43.0109 
2779  69.9207  43.0503 
2780  69.9277  43.0894 
2781  69.9336  43.1275 
2782  69.9387  43.1668 
2783  69.9428  43.2057 
2784  69.9459  43.2433 
2785  69.9481  43.2826 
2786  69.9494  43.3225 
2787  69.9497  43.3614 
2788  69.9490  43.3999 
2789  69.9473  43.4369 
2790  69.9446  43.4759 
2791  69.9408  43.5145 
2792  69.9363  43.5510 
2793  69.9305  43.5890 
2794  69.9240  43.6254 
2795  69.9161  43.6631 
2796  69.9072  43.7000 
2797  69.8976  43.7357 
2798  69.8867  43.7716 
2799  69.8747  43.8069 
2800  69.8618  43.8416 
2801  69.8483  43.8746 
2802  69.8328  43.9091 
2803  69.8165  43.9425 
2804  69.7999  43.9738 
2805  69.7810  44.0066 
2806  69.7614  44.0382 
2807  69.7412  44.0684 
2808  69.7194  44.0988 
2809  69.6968  44.1282 
2810  69.6736  44.1567 
2811  69.6490  44.1851 
2812  69.6241  44.2123 
2813  69.5976  44.2396 
2814  69.5707  44.2658 
2815  69.5427  44.2917 
2816  69.5140  44.3168 
2817  69.4846  44.3412 
2818  69.4548  44.3648 
2819  69.4237  44.3883 
2820  69.3922  44.4108 
2821  69.3604  44.4325 
2822  69.3272  44.4541 
2823  69.2939  44.4747 
2824  69.2597  44.4948 
2825  69.2253  44.5141 
2826  69.1905  44.5327 
2827  69.1545  44.5510 
2828  69.1187  44.5683 
2829  69.0820  44.5852 
2830  69.0453  44.6012 
2831  69.0078  44.6168 
2832  68.9701  44.6317 
2833  68.9319  44.6461 
2834  68.8940  44.6597 
2835  68.8546  44.6732 
2836  68.8156  44.6860 
2837  68.7760  44.6983 
2838  68.7362  44.7102 
2839  68.6960  44.7217 
2840  68.6557  44.7327 
2841  68.6150  44.7434 
2842  68.5742  44.7537 
2843  68.5329  44.7637 
2844  68.4917  44.7733 
2845  68.4499  44.7828 
2846  68.4082  44.7919 
2847  68.3663  44.8008 
2848  68.3245  44.8095 
2849  68.2821  44.8180 
2850  68.2398  44.8263 
2851  68.1974  44.8345 
2852  68.1550  44.8426 
2853  68.1125  44.8505 
2854  68.0707  44.8583 
2855  68.0277  44.8661 
2856  67.9854  44.8736 
2857  67.9419  44.8813 
2858  67.8988  44.8889 
2859  67.8561  44.8962 
2860  67.8141  44.9034 
2861  67.7710  44.9107 
2862  67.7270  44.9181 
2863  67.6840  44.9253 
2864  67.6411  44.9324 
2865  67.5988  44.9394 
2866  67.5551  44.9465 
2867  67.5124  44.9535 
2868  67.4684  44.9607 
2869  67.4248  44.9678 
2870  67.3818  44.9748 
2871  67.3394  44.9816 
2872  67.2949  44.9888 
2873  67.2517  44.9958 
2874  67.2084  45.0028 
2875  67.1649  45.0098 
2876  67.1216  45.0168 
2877  67.0782  45.0238 
2878  67.0349  45.0308 
2879  66.9918  45.0378 
2880  66.9481  45.0449 
2881  66.9048  45.0520 
2882  66.8611  45.0591 
2883  66.8177  45.0662 
2884  66.7744  45.0733 
2885  66.7312  45.0805 
2886  66.6877  45.0876 
2887  66.6445  45.0948 
2888  66.6009  45.1021 
2889  66.5585  45.1092 
2890  66.5156  45.1164 
2891  66.4704  45.1240 
2892  66.4272  45.1313 
2893  66.3850  45.1385 
2894  66.3421  45.1458 
2895  66.2977  45.1535 
2896  66.2548  45.1609 
2897  66.2103  45.1686 
2898  66.1664  45.1763 
2899  66.1230  45.1841 
2900  66.0804  45.1918 
2901  66.0385  45.1995 
2902  65.9947  45.2076 
2903  65.9503  45.2158 
2904  65.9075  45.2238 
2905  65.8628  45.2322 
2906  65.8196  45.2403 
2907  65.7772  45.2483 
2908  65.7344  45.2563 
2909  65.6895  45.2649 
2910  65.6470  45.2729 
2911  65.6039  45.2812 
2912  65.5602  45.2895 
2913  65.5175  45.2977 
2914  65.4733  45.3062 
2915  65.4297  45.3146 
2916  65.3865  45.3230 
2917  65.3435  45.3312 
2918  65.3015  45.3394 
2919  65.2585  45.3477 
2920  65.2142  45.3563 
2921  65.1710  45.3646 
2922  65.1280  45.3730 
2923  65.0863  45.3810 
2924  65.0437  45.3893 
2925  64.9995  45.3978 
2926  64.9563  45.4061 
2927  64.9136  45.4142 
2928  64.8709  45.4223 
2929  64.8284  45.4302 
2930  64.7859  45.4377 
2931  64.7454  45.4446 
2932  64.7027  45.4514 
2933  64.6589  45.4583 
2934  64.6168  45.4645 
2935  64.5749  45.4703 
2936  64.5331  45.4758 
2937  64.4914  45.4809 
2938  64.4508  45.4855 
2939  64.4093  45.4896 
2940  64.3675  45.4935 
2941  64.3266  45.4967 
2942  64.2861  45.4995 
2943  64.2457  45.5017 
2944  64.2068  45.5033 
2945  64.1684  45.5044 
2946  64.1275  45.5050 
2947  64.0875  45.5050 
2948  64.0487  45.5043 
2949  64.0106  45.5031 
2950  63.9740  45.5012 
2951  63.9362  45.4986 
2952  63.9012  45.4957 
2953  63.8675  45.4922 
2954  63.8350  45.4880 
2955  63.8023  45.4830 
2956  63.7709  45.4774 
2957  63.7419  45.4714 
2958  63.7143  45.4649 
2959  63.6888  45.4580 
2960  63.6647  45.4506 
2961  63.6425  45.4429 
2962  63.6223  45.4347 
2963  63.6037  45.4262 
2964  63.5869  45.4172 
2965  63.5721  45.4078 
2966  63.5594  45.3982 
2967  63.5479  45.3875 
2968  63.5382  45.3760 
2969  63.5305  45.3640 
2970  63.5239  45.3480 
2971  63.5183  45.3275 
2972  63.5154  45.3085 
2973  63.5153  45.2938 
2974  63.5167  45.2795 
2975  63.5194  45.2649 
2976  63.5236  45.2492 
2977  63.5290  45.2335 
2978  63.5357  45.2177 
2979  63.5437  45.2017 
2980  63.5531  45.1855 
2981  63.5638  45.1692 
2982  63.5757  45.1533 
2983  63.5894  45.1369 
2984  63.6028  45.1228 
2985  63.6191  45.1072 
2986  63.6368  45.0923 
2987  63.6556  45.0782 
2988  63.6757  45.0650 
2989  63.6968  45.0529 
2990  63.7196  45.0417 
2991  63.7436  45.0318 
2992  63.7684  45.0232 
2993  63.7955  45.0156 
2994  63.8235  45.0093 
2995  63.8526  45.0043 
2996  63.8832  45.0003 
2997  63.9148  44.9974 
2998  63.9475  44.9955 
2999  63.9813  44.9946 
3000  64.0160  44.9946 
3001  64.0518  44.9955 
3002  64.0884  44.9971 
3003  64.1258  44.9996 
3004  64.1639  45.0027 
3005  64.2029  45.0064 
3006  64.2426  45.0107 
3007  64.2827  45.0155 
3008  64.3236  45.0207 
3009  64.3648  45.0262 
3010  64.4065  45.0319 
3011  64.4486  45.0378 
3012  64.4909  45.0437 
3013  64.5335  45.0496 
3014  64.5762  45.0555 
3015  64.6191  45.0614 
3016  64.6621  45.0673 
3017  64.7053  45.0732 
3018  64.7486  45.0791 
3019  64.7917  45.0850 
3020  64.8348  45.0906 
3021  64.8790  45.0960 
3022  64.9226  45.1010 
3023  64.9663  45.1060 
3024  65.0100  45.1108 
3025  65.0536  45.1155 
3026  65.0975  45.1200 
3027  65.1412  45.1243 
3028  65.1846  45.1284 
3029  65.2291  45.1324 
3030  65.2723  45.1361 
3031  65.3168  45.1398 
3032  65.3604  45.1431 
3033  65.4051  45.1464 
3034  65.4491  45.1494 
3035  65.4929  45.1522 
3036  65.5364  45.1548 
3037  65.5808  45.1572 
3038  65.6240  45.1593 
3039  65.6686  45.1613 
3040  65.7118  45.1630 
3041  65.7568  45.1646 
3042  65.8007  45.1660 
3043  65.8443  45.1672 
3044  65.8883  45.1683 
3045  65.9318  45.1692 
3046  65.9760  45.1700 
3047  66.0192  45.1707 
3048  66.0627  45.1712 
3049  66.1076  45.1716 
3050  66.1506  45.1720 
3051  66.1930  45.1723 
